Last updated: 2025-10-23 08:16
Bitcoin: 3QjWqhQbHdHgWeYHTpmorP8Pe1wgDjJy54


ETH address: 0x01d23570c34A78380452A4BE9C95bAe439719bAf


+------+-------------------------------------+-------------+
|      | github_username                     |   CVE_count |
| 1490 | followboy1999                       |           2 |
| 1491 | pamoutaf                            |           2 |
| 1492 | SaumyajeetDas                       |           2 |
| 1493 | 726232111                           |           2 |
| 1494 | icebreack                           |           2 |
| 1495 | piotrflorczyk                       |           2 |
| 1496 | foregenix                           |           2 |
| 1497 | piperpwn                            |           2 |
| 1498 | SanjayRagavendar                    |           2 |
| 1499 | forsaken0128                        |           2 |
| 1500 | pivik271                            |           2 |
| 1501 | Sabecomoeh                          |           2 |
| 1502 | SamuelTulach                        |           2 |
| 1503 | ibnurusdianto                       |           2 |
| 1504 | hacker625                           |           2 |
| 1505 | SalehLardhi                         |           2 |
| 1506 | s0tr                                |           2 |
| 1507 | harish0x                            |           2 |
| 1508 | zoemurmure                          |           2 |
| 1509 | plyrthn                             |           2 |
| 1510 | pmihsan                             |           2 |
| 1511 | SafeBreach-Labs                     |           2 |
| 1512 | Safarchand                          |           2 |
| 1513 | fr4nkxixi                           |           2 |
| 1514 | pointedsec                          |           2 |
| 1515 | fracturelabs                        |           2 |
| 1516 | pandatix                            |           2 |
| 1517 | SnailSploit                         |           2 |
| 1518 | painoob                             |           2 |
| 1519 | haidv35                             |           2 |
| 1520 | TheCryingGame                       |           2 |
| 1521 | ethancunt                           |           2 |
| 1522 | That-Guy-Steve                      |           2 |
| 1523 | Ademking                            |           2 |
| 1524 | etx-Arn                             |           2 |
| 1525 | Thampakon                           |           2 |
| 1526 | obelia01                            |           2 |
| 1527 | obscura-cert                        |           2 |
| 1528 | octodi                              |           2 |
| 1529 | Tea-On                              |           2 |
| 1530 | haingn                              |           2 |
| 1531 | Tas9er                              |           2 |
| 1532 | iota4                               |           2 |
| 1533 | ojasookert                          |           2 |
| 1534 | evkl1d                              |           2 |
| 1535 | erupmi                              |           2 |
| 1536 | invaderslabs                        |           2 |
| 1537 | TX-One                              |           2 |
| 1538 | haiclover                           |           2 |
| 1539 | halkichi0308                        |           2 |
| 1540 | TSY244                              |           2 |
| 1541 | omarkurt                            |           2 |
| 1542 | omerporze                           |           2 |
| 1543 | TLD1027                             |           2 |
| 1544 | 4m4Sec                              |           2 |
| 1545 | exodusintel                         |           2 |
| 1546 | 0x4ndy                              |           2 |
| 1547 | inspiringz                          |           2 |
| 1548 | TAI-REx                             |           2 |
| 1549 | weedl                               |           2 |
| 1550 | iridium-soda                        |           2 |
| 1551 | erpscanteam                         |           2 |
| 1552 | sagsooz                             |           2 |
| 1553 | Tim-Hoekstra                        |           2 |
| 1554 | erfze                               |           2 |
| 1555 | erickfernandox                      |           2 |
| 1556 | 3zz4t                               |           2 |
| 1557 | ToxicEnvelope                       |           2 |
| 1558 | erickrr-bd                          |           2 |
| 1559 | Tornad0007                          |           2 |
| 1560 | TopskiyPavelQwertyGang              |           2 |
| 1561 | ToontjeM                            |           2 |
| 1562 | 0-d3y                               |           2 |
| 1563 | nova-master                         |           2 |
| 1564 | novysodope                          |           2 |
| 1565 | MFernstrom                          |           2 |
| 1566 | Tobey123                            |           2 |
| 1567 | Tnot123                             |           2 |
| 1568 | nscan9                              |           2 |
| 1569 | saleemrashid                        |           2 |
| 1570 | MKIRAHMET                           |           2 |
| 1571 | TiagoSergio                         |           2 |
| 1572 | ThottySploity                       |           2 |
| 1573 | nthuong95                           |           2 |
| 1574 | zhefox                              |           2 |
| 1575 | yaseenibnakhtar                     |           2 |
| 1576 | salgio                              |           2 |
| 1577 | MMarch7                             |           2 |
| 1578 | TheTh1nk3r                          |           2 |
| 1579 | TheStingR                           |           2 |
| 1580 | nullcult                            |           2 |
| 1581 | TheN00bBuilder                      |           2 |
| 1582 | 4bhishek0                           |           2 |
| 1583 | ernestak                            |           2 |
| 1584 | MadExploits                         |           2 |
| 1585 | ezelf                               |           2 |
| 1586 | padsalatushal                       |           2 |
| 1587 | Sp4ceDogy                           |           2 |
| 1588 | ziadanbari2021                      |           2 |
| 1589 | xem6                                |           2 |
| 1590 | farazsth98                          |           2 |
| 1591 | StanleyJobsonAU                     |           2 |
| 1592 | StanPlatinum                        |           2 |
| 1593 | otterpwn                            |           2 |
| 1594 | SrCroqueta                          |           2 |
| 1595 | farliy-hacker                       |           2 |
| 1596 | xen0bit                             |           2 |
| 1597 | fastmo                              |           2 |
| 1598 | Makavellik                          |           2 |
| 1599 | 0x3f3c                              |           2 |
| 1600 | SpindleSec                          |           2 |
| 1601 | ozergoker                           |           2 |
| 1602 | ozkanbilge                          |           2 |
| 1603 | StefanDorresteijn                   |           2 |
| 1604 | 55-AA                               |           2 |
| 1605 | imbyter                             |           2 |
| 1606 | saccles                             |           2 |
| 1607 | 5gstudent                           |           2 |
| 1608 | Snizi                               |           2 |
| 1609 | Snip3R69                            |           2 |
| 1610 | hyeonyeonglee                       |           2 |
| 1611 | pS3ud0RAnD0m                        |           2 |
| 1612 | zjw88282740                         |           2 |
| 1613 | fed-speak                           |           2 |
| 1614 | pabloec20                           |           2 |
| 1615 | sa1g0n1337                          |           2 |
| 1616 | hanch7274                           |           2 |
| 1617 | xfer0                               |           2 |
| 1618 | AdaniKamal                          |           2 |
| 1619 | osamahamad                          |           2 |
| 1620 | T1erno                              |           2 |
| 1621 | ooooooo-q                           |           2 |
| 1622 | f01965                              |           2 |
| 1623 | T13nn3s                             |           2 |
| 1624 | Szym0n13k                           |           2 |
| 1625 | f0ng                                |           2 |
| 1626 | onion2203                           |           2 |
| 1627 | SynixCyberCrimeMy                   |           2 |
| 1628 | inpentest                           |           2 |
| 1629 | Synacktiv-contrib                   |           2 |
| 1630 | sagisar1                            |           2 |
| 1631 | hahaleyile                          |           2 |
| 1632 | yaldobaoth                          |           2 |
| 1633 | onniio                              |           2 |
| 1634 | Sybelle03                           |           2 |
| 1635 | injectionmethod                     |           2 |
| 1636 | Sweelg                              |           2 |
| 1637 | Stick-U235                          |           2 |
| 1638 | yagyuufellinluvv                    |           2 |
| 1639 | hafizgemilang                       |           2 |
| 1640 | opt9                                |           2 |
| 1641 | MagicZer0                           |           2 |
| 1642 | f4dee-backup                        |           2 |
| 1643 | f8al                                |           2 |
| 1644 | SultanPLX                           |           2 |
| 1645 | safeer-accuknox                     |           2 |
| 1646 | SugiB3o                             |           2 |
| 1647 | Sudo-Sakib                          |           2 |
| 1648 | info4mationprivate8tools            |           2 |
| 1649 | orf53975                            |           2 |
| 1650 | inflixim4be                         |           2 |
| 1651 | infiniteLoopers                     |           2 |
| 1652 | RogelioPumajulca                    |           2 |
| 1653 | pulsecipher                         |           2 |
| 1654 | ptef                                |           2 |
| 1655 | replicatorbot                       |           2 |
| 1656 | redblueteam                         |           2 |
| 1657 | goichot                             |           2 |
| 1658 | Okaytc                              |           2 |
| 1659 | redhuntlabs                         |           2 |
| 1660 | redspy-sec                          |           2 |
| 1661 | Occamsec                            |           2 |
| 1662 | gustavorobertux                     |           2 |
| 1663 | regantemudo                         |           2 |
| 1664 | Abdullah4eb                         |           2 |
| 1665 | ODST-Forge                          |           2 |
| 1666 | reinh3rz                            |           2 |
| 1667 | Nyamort                             |           2 |
| 1668 | MohamedTarekq                       |           2 |
| 1669 | renmizo                             |           2 |
| 1670 | Nosferatuvjr                        |           2 |
| 1671 | OliveiraaX                          |           2 |
| 1672 | requiempentest                      |           2 |
| 1673 | restdone                            |           2 |
| 1674 | NoTrustedx                          |           2 |
| 1675 | NoSpaceAvailable                    |           2 |
| 1676 | NketiahGodfred                      |           2 |
| 1677 | Niuwoo                              |           2 |
| 1678 | NiteeshPujari                       |           2 |
| 1679 | NishanthAnand21                     |           2 |
| 1680 | retme7                              |           2 |
| 1681 | retr0reg                            |           2 |
| 1682 | retrymp3                            |           2 |
| 1683 | NikitaPark                          |           2 |
| 1684 | NightBloodz                         |           2 |
| 1685 | reversebrain                        |           2 |
| 1686 | OligoCyberSecurity                  |           2 |
| 1687 | gogobuster                          |           2 |
| 1688 | NguyenCongHaiNam                    |           2 |
| 1689 | raytran54                           |           2 |
| 1690 | rusakovichma                        |           2 |
| 1691 | OxyDeV2                             |           2 |
| 1692 | 0dayNinja                           |           2 |
| 1693 | ruppde                              |           2 |
| 1694 | OxLmahdi                            |           2 |
| 1695 | hfiref0x                            |           2 |
| 1696 | MihranGIT                           |           2 |
| 1697 | rayngnpc                            |           2 |
| 1698 | haxerr9                             |           2 |
| 1699 | Otsmane-Ahmed                       |           2 |
| 1700 | OtisSymbos                          |           2 |
| 1701 | APTIRAN                             |           2 |
| 1702 | raystyle                            |           2 |
| 1703 | hfh86                               |           2 |
| 1704 | OscarAkaElvis                       |           2 |
| 1705 | Onedy1703                           |           2 |
| 1706 | rbaicba                             |           2 |
| 1707 | zwlsix                              |           2 |
| 1708 | godfatherofexps                     |           2 |
| 1709 | AS4mir                              |           2 |
| 1710 | Mkway                               |           2 |
| 1711 | rdoix                               |           2 |
| 1712 | ASG-CASTLE                          |           2 |
| 1713 | ready2disclose                      |           2 |
| 1714 | OpenCVEs                            |           2 |
| 1715 | realbatuhan                         |           2 |
| 1716 | haxor1337x                          |           2 |
| 1717 | xiska62314                          |           2 |
| 1718 | hexx0r                              |           2 |
| 1719 | OoO7ce                              |           2 |
| 1720 | revkami                             |           2 |
| 1721 | NextGenPentesters                   |           2 |
| 1722 | MiclelsonCN                         |           2 |
| 1723 | heikanet                            |           2 |
| 1724 | robertguetzkow                      |           2 |
| 1725 | grey-master-a                       |           2 |
| 1726 | robotMD5                            |           2 |
| 1727 | xiaoqiao147                         |           2 |
| 1728 | rockl                               |           2 |
| 1729 | greymd                              |           2 |
| 1730 | griffinsectio                       |           2 |
| 1731 | Muirey03                            |           2 |
| 1732 | helidem                             |           2 |
| 1733 | AbdElRahmanEzzat1995                |           2 |
| 1734 | heikipikker                         |           2 |
| 1735 | guhe120                             |           2 |
| 1736 | rodolfomarianocy                    |           2 |
| 1737 | roeeh                               |           2 |
| 1738 | Mostafa-Elguerdawi                  |           2 |
| 1739 | N1k0la-T                            |           2 |
| 1740 | MrTiz                               |           2 |
| 1741 | rohan-flutterint                    |           2 |
| 1742 | MostafaSoliman                      |           2 |
| 1743 | heeloo123                           |           2 |
| 1744 | rohankumardubey                     |           2 |
| 1745 | MrG3P5                              |           2 |
| 1746 | gteissier                           |           2 |
| 1747 | xiaojiangxl                         |           2 |
| 1748 | MrAle98                             |           2 |
| 1749 | guanjivip                           |           2 |
| 1750 | MrE-Fog                             |           2 |
| 1751 | MrDottt                             |           2 |
| 1752 | ron-imperva                         |           2 |
| 1753 | MrCraniums                          |           2 |
| 1754 | N1et                                |           2 |
| 1755 | AaronCaiii                          |           2 |
| 1756 | NewLockBit                          |           2 |
| 1757 | Nate0634034090                      |           2 |
| 1758 | NevaSec                             |           2 |
| 1759 | NetSPI                              |           2 |
| 1760 | NetJBS                              |           2 |
| 1761 | gonn4cry                            |           2 |
| 1762 | gustanini                           |           2 |
| 1763 | rhz0d                               |           2 |
| 1764 | ricardojba                          |           2 |
| 1765 | MojithaR                            |           2 |
| 1766 | ricedu                              |           2 |
| 1767 | NeCr00                              |           2 |
| 1768 | rifting                             |           2 |
| 1769 | NattiSamson                         |           2 |
| 1770 | gps1949                             |           2 |
| 1771 | zxj-hub                             |           2 |
| 1772 | grampae                             |           2 |
| 1773 | robertdavidgraham                   |           2 |
| 1774 | NastyCrow                           |           2 |
| 1775 | rootxsushant                        |           2 |
| 1776 | herbiezimmerman                     |           2 |
| 1777 | AXRoux                              |           2 |
| 1778 | Nadjibbtabani                       |           2 |
| 1779 | NUDTTAN91                           |           2 |
| 1780 | henryreed                           |           2 |
| 1781 | greek0x0                            |           2 |
| 1782 | NSnidie                             |           2 |
| 1783 | rootxjs                             |           2 |
| 1784 | rnsss                               |           2 |
| 1785 | guigui237                           |           2 |
| 1786 | NHAS                                |           2 |
| 1787 | N4nj0                               |           2 |
| 1788 | P0lar1ght                           |           2 |
| 1789 | glen-pearson                        |           2 |
| 1790 | RobertoLeonFR-ES                    |           2 |
| 1791 | Qynklee                             |           2 |
| 1792 | Rajchowdhury420                     |           2 |
| 1793 | RajChowdhury240                     |           2 |
| 1794 | qi4L                                |           2 |
| 1795 | harshitvarma05                      |           2 |
| 1796 | hunThubSpace                        |           2 |
| 1797 | Rai2en                              |           2 |
| 1798 | qingtengyun                         |           2 |
| 1799 | qiong-qi                            |           2 |
| 1800 | Mav3r1ck0x1                         |           2 |
| 1801 | g33xter                             |           2 |
| 1802 | g4nkd                               |           2 |
| 1803 | gabe-k                              |           2 |
| 1804 | hrtowii                             |           2 |
| 1805 | xonoxitron                          |           2 |
| 1806 | A0be                                |           2 |
| 1807 | qalvynn                             |           2 |
| 1808 | qurbat                              |           2 |
| 1809 | MaxSecurity                         |           2 |
| 1810 | QAX-A-Team                          |           2 |
| 1811 | hartwork                            |           2 |
| 1812 | garnetsunset                        |           2 |
| 1813 | Maxwitat                            |           2 |
| 1814 | Q4n                                 |           2 |
| 1815 | houqe                               |           2 |
| 1816 | TurtleARM                           |           2 |
| 1817 | qweraqq                             |           2 |
| 1818 | MayaOfVeil                          |           2 |
| 1819 | h4ck0rman                           |           2 |
| 1820 | Pylonet                             |           2 |
| 1821 | h3xm4n                              |           2 |
| 1822 | Rajneeshkarya                       |           2 |
| 1823 | qaisarafridi                        |           2 |
| 1824 | PwnToday                            |           2 |
| 1825 | Matrexdz                            |           2 |
| 1826 | hycheng15                           |           2 |
| 1827 | fullbbadda1208                      |           2 |
| 1828 | RoNiXxCybSeC0101                    |           2 |
| 1829 | Rival420                            |           2 |
| 1830 | s-retlaw                            |           2 |
| 1831 | RicterZ                             |           2 |
| 1832 | Abdibimantara                       |           2 |
| 1833 | RicYaben                            |           2 |
| 1834 | purgedemo                           |           2 |
| 1835 | ReversecLabs                        |           2 |
| 1836 | hybinn                              |           2 |
| 1837 | RepublicR0K                         |           2 |
| 1838 | pussycat0x                          |           2 |
| 1839 | AbsoZed                             |           2 |
| 1840 | putget                              |           2 |
| 1841 | zpxlz                               |           2 |
| 1842 | hy011121                            |           2 |
| 1843 | pwncone                             |           2 |
| 1844 | ReeFSpeK                            |           2 |
| 1845 | 86x                                 |           2 |
| 1846 | xpltive                             |           2 |
| 1847 | huzhenghui                          |           2 |
| 1848 | RedFoxNxploits                      |           2 |
| 1849 | zzz66686                            |           2 |
| 1850 | RealLinkers                         |           2 |
| 1851 | 9Insomnie                           |           2 |
| 1852 | huyqa                               |           2 |
| 1853 | Ravaan21                            |           2 |
| 1854 | RavSS                               |           2 |
| 1855 | Rapidsafeguard                      |           2 |
| 1856 | hotpotcookie                        |           2 |
| 1857 | PwCNO-CTO                           |           2 |
| 1858 | PR3R00T                             |           2 |
| 1859 | gibran-abdillah                     |           2 |
| 1860 | AD-Appledog                         |           2 |
| 1861 | rafaelcintralopes                   |           2 |
| 1862 | Peterpan0927                        |           2 |
| 1863 | Perimora                            |           2 |
| 1864 | PerimeterX                          |           2 |
| 1865 | Performant-Labs                     |           2 |
| 1866 | ragingkarson                        |           2 |
| 1867 | hnthuan1998                         |           2 |
| 1868 | h1n4mx0                             |           2 |
| 1869 | raheel0x01                          |           2 |
| 1870 | rahisec                             |           2 |
| 1871 | Penkyzduyi                          |           2 |
| 1872 | rahul0xkr                           |           2 |
| 1873 | ghostwirez                          |           2 |
| 1874 | hlong12042                          |           2 |
| 1875 | PhinehasNarh                        |           2 |
| 1876 | Pear1y                              |           2 |
| 1877 | h0ffayyy                            |           2 |
| 1878 | hipnesspatten                       |           2 |
| 1879 | rakjong                             |           2 |
| 1880 | hikame                              |           2 |
| 1881 | Pashkela                            |           2 |
| 1882 | ruthlezs                            |           2 |
| 1883 | Parcer0                             |           2 |
| 1884 | Panyaprach                          |           2 |
| 1885 | randallbanner                       |           2 |
| 1886 | randorisec                          |           2 |
| 1887 | Pajarraco4444                       |           2 |
| 1888 | glavstroy                           |           2 |
| 1889 | hienkiet                            |           2 |
| 1890 | Philip-Otter                        |           2 |
| 1891 | PhucHauDeveloper                    |           2 |
| 1892 | A1vinSmith                          |           2 |
| 1893 | 0romos                              |           2 |
| 1894 | xnderLAN                            |           2 |
| 1895 | hotplugin0x01                       |           2 |
| 1896 | gbonacini                           |           2 |
| 1897 | hosch3n                             |           2 |
| 1898 | r00thunter                          |           2 |
| 1899 | ProxyStaffy                         |           2 |
| 1900 | r00tpgp                             |           2 |
| 1901 | AAsh035                             |           2 |
| 1902 | xmzyshypnc                          |           2 |
| 1903 | 0rx1                                |           2 |
| 1904 | hopsypopsy8                         |           2 |
| 1905 | ProDefense                          |           2 |
| 1906 | rycbar77                            |           2 |
| 1907 | Privia-Security                     |           2 |
| 1908 | geffner                             |           2 |
| 1909 | hashdr1ft                           |           2 |
| 1910 | 0range1337                          |           2 |
| 1911 | r3dcl1ff                            |           2 |
| 1912 | Prabesh01                           |           2 |
| 1913 | xlucas                              |           2 |
| 1914 | Pommaq                              |           2 |
| 1915 | r3m0t3nu11                          |           2 |
| 1916 | holypryx                            |           2 |
| 1917 | Mdusmandasthaheer                   |           2 |
| 1918 | hoanx4                              |           2 |
| 1919 | r4x0r1337                           |           2 |
| 1920 | 000pp                               |           2 |
| 1921 | rabbitmask                          |           2 |
| 1922 | ggb0n                               |           2 |
| 1923 | Pichuuuuu                           |           2 |
| 1924 | TrungNguyen1909                     |           2 |
| 1925 | zcrosman                            |           2 |
| 1926 | erberkan                            |           2 |
| 1927 | delina1                             |           2 |
| 1928 | lrh2000                             |           2 |
| 1929 | lowercasenumbers                    |           2 |
| 1930 | 0xmupa                              |           2 |
| 1931 | bfengj                              |           2 |
| 1932 | bgeesaman                           |           2 |
| 1933 | 0xmaximus                           |           2 |
| 1934 | lorddemon                           |           2 |
| 1935 | defensor                            |           2 |
| 1936 | bigherocenter                       |           2 |
| 1937 | zer0qs                              |           2 |
| 1938 | bigric3                             |           2 |
| 1939 | deepinstinct                        |           2 |
| 1940 | binganao                            |           2 |
| 1941 | bingtangbanli                       |           2 |
| 1942 | binneko                             |           2 |
| 1943 | jpiechowka                          |           2 |
| 1944 | benschlueter                        |           2 |
| 1945 | biscuitehh                          |           2 |
| 1946 | denchief1                           |           2 |
| 1947 | bartfroklage                        |           2 |
| 1948 | 0xsha                               |           2 |
| 1949 | lufeirider                          |           2 |
| 1950 | battleofthebots                     |           2 |
| 1951 | depers-rus                          |           2 |
| 1952 | bbaranoff                           |           2 |
| 1953 | luckybool1020                       |           2 |
| 1954 | 0xr1l3s                             |           2 |
| 1955 | bde574786                           |           2 |
| 1956 | bdunlap9                            |           2 |
| 1957 | lucab85                             |           2 |
| 1958 | beishanxueyuan                      |           2 |
| 1959 | belajarqywok                        |           2 |
| 1960 | benjaminhays                        |           2 |
| 1961 | joshuavanderpoll                    |           2 |
| 1962 | birdlinux                           |           2 |
| 1963 | lodi-g                              |           2 |
| 1964 | arttnba3                            |           2 |
| 1965 | jselliott                           |           2 |
| 1966 | bomberfish                          |           2 |
| 1967 | bonnettheo                          |           2 |
| 1968 | limon768                            |           2 |
| 1969 | born0monday                         |           2 |
| 1970 | botfather0x0                        |           2 |
| 1971 | jsherman212                         |           2 |
| 1972 | likeww                              |           2 |
| 1973 | brandon-t-elliott                   |           2 |
| 1974 | breaktoprotect                      |           2 |
| 1975 | light-Life                          |           2 |
| 1976 | brinhosa                            |           2 |
| 1977 | 0xjessie21                          |           2 |
| 1978 | jsirichai                           |           2 |
| 1979 | ddobrev25                           |           2 |
| 1980 | libas7994                           |           2 |
| 1981 | deIndra                             |           2 |
| 1982 | lisa-2905                           |           2 |
| 1983 | bitdefender                         |           2 |
| 1984 | deadyP00l                           |           2 |
| 1985 | lockness-Ko                         |           2 |
| 1986 | bittorrent3389                      |           2 |
| 1987 | jrgdiaz                             |           2 |
| 1988 | 0xlane                              |           2 |
| 1989 | bkfish                              |           2 |
| 1990 | lizhianyuguangming                  |           2 |
| 1991 | lixiang957                          |           2 |
| 1992 | blasty                              |           2 |
| 1993 | liusec                              |           2 |
| 1994 | blindma1den                         |           2 |
| 1995 | blipzip                             |           2 |
| 1996 | littlebin404                        |           2 |
| 1997 | blu3ming                            |           2 |
| 1998 | bluetoothStrawberry                 |           2 |
| 1999 | jrrdev                              |           2 |
| 2000 | josemlwdf                           |           2 |
| 2001 | dest-3                              |           2 |
| 2002 | barisbaydur                         |           2 |
| 2003 | 0xxtoby                             |           2 |
| 2004 | maldev866                           |           2 |
| 2005 | avielzecharia                       |           2 |
| 2006 | major203                            |           2 |
| 2007 | mahyarx                             |           2 |
| 2008 | mah4nzfr                            |           2 |
| 2009 | maguireja                           |           2 |
| 2010 | magicrc                             |           2 |
| 2011 | axingde                             |           2 |
| 2012 | magicming200                        |           2 |
| 2013 | ayato-shitomi                       |           2 |
| 2014 | aydin5245                           |           2 |
| 2015 | aydinnyunus                         |           2 |
| 2016 | maestro-ant                         |           2 |
| 2017 | ayhan-dev                           |           2 |
| 2018 | ayushx007                           |           2 |
| 2019 | yukinime                            |           2 |
| 2020 | manavvedawala                       |           2 |
| 2021 | lukehebe                            |           2 |
| 2022 | digital-dev                         |           2 |
| 2023 | asang17                             |           2 |
| 2024 | djayaGit                            |           2 |
| 2025 | march0s1as                          |           2 |
| 2026 | ashutosh0408                        |           2 |
| 2027 | askk                                |           2 |
| 2028 | aslanemre                           |           2 |
| 2029 | aslitsecurity                       |           2 |
| 2030 | jm33-m0                             |           2 |
| 2031 | jmaddington                         |           2 |
| 2032 | jmrcsnchz                           |           2 |
| 2033 | digitalsnemesis                     |           2 |
| 2034 | jndok                               |           2 |
| 2035 | mandiant                            |           2 |
| 2036 | manavvedawala2                      |           2 |
| 2037 | attackgithub                        |           2 |
| 2038 | maddsec                             |           2 |
| 2039 | madanokr001                         |           2 |
| 2040 | azu                                 |           2 |
| 2041 | azurejoga                           |           2 |
| 2042 | lypd0                               |           2 |
| 2043 | devcoinfet                          |           2 |
| 2044 | 0xsharz                             |           2 |
| 2045 | badkeys                             |           2 |
| 2046 | jopraveen                           |           2 |
| 2047 | dev0558                             |           2 |
| 2048 | baka9moe                            |           2 |
| 2049 | bambooqj                            |           2 |
| 2050 | bananoname                          |           2 |
| 2051 | luongchivi                          |           2 |
| 2052 | dev-team-12x                        |           2 |
| 2053 | lukwagoasuman                       |           2 |
| 2054 | barcrange                           |           2 |
| 2055 | lukejenkins                         |           2 |
| 2056 | jordan922                           |           2 |
| 2057 | 0xshoriful                          |           2 |
| 2058 | devdanqtuan                         |           2 |
| 2059 | joke998                             |           2 |
| 2060 | b1gdog                              |           2 |
| 2061 | b-L-x                               |           2 |
| 2062 | b-abderrahmane                      |           2 |
| 2063 | mabin004                            |           2 |
| 2064 | b0ySie7e                            |           2 |
| 2065 | b11y                                |           2 |
| 2066 | mLniumm                             |           2 |
| 2067 | m4sk0ff                             |           2 |
| 2068 | dewankpant                          |           2 |
| 2069 | m4rm0k                              |           2 |
| 2070 | b1nhack                             |           2 |
| 2071 | joelczk                             |           2 |
| 2072 | m2hcz                               |           2 |
| 2073 | b4keSn4ke                           |           2 |
| 2074 | johnlettman                         |           2 |
| 2075 | zer0matt                            |           2 |
| 2076 | liamg                               |           2 |
| 2077 | yyqxi                               |           2 |
| 2078 | zaenhaxor                           |           2 |
| 2079 | kkent030315                         |           2 |
| 2080 | codiobert                           |           2 |
| 2081 | colorblindpentester                 |           2 |
| 2082 | conjojo                             |           2 |
| 2083 | kimusan                             |           2 |
| 2084 | coolman6942o                        |           2 |
| 2085 | kimstars                            |           2 |
| 2086 | zam89                               |           2 |
| 2087 | killtr0                             |           2 |
| 2088 | corsisechero                        |           2 |
| 2089 | coskper-papa                        |           2 |
| 2090 | 0xRar                               |           2 |
| 2091 | kienquoc102                         |           2 |
| 2092 | khuntor                             |           2 |
| 2093 | creacitysec                         |           2 |
| 2094 | codeskipper                         |           2 |
| 2095 | 0xb0mb3r                            |           2 |
| 2096 | churamanib                          |           2 |
| 2097 | code-byter                          |           2 |
| 2098 | k3ppf0r                             |           2 |
| 2099 | cinno                               |           2 |
| 2100 | cisagov                             |           2 |
| 2101 | cjybao                              |           2 |
| 2102 | cl4ym0re                            |           2 |
| 2103 | knokbak                             |           2 |
| 2104 | k4is3r13                            |           2 |
| 2105 | danbudris                           |           2 |
| 2106 | zaaraZiof0                          |           2 |
| 2107 | kn6869610                           |           2 |
| 2108 | cloudefence                         |           2 |
| 2109 | kmeps4                              |           2 |
| 2110 | cmsec423                            |           2 |
| 2111 | zadewg                              |           2 |
| 2112 | k4nfr3                              |           2 |
| 2113 | daedalus                            |           2 |
| 2114 | khaidtraivch                        |           2 |
| 2115 | crisprss                            |           2 |
| 2116 | crispy-peppers                      |           2 |
| 2117 | cyberajju                           |           2 |
| 2118 | cyberaz0r                           |           2 |
| 2119 | katseyres2                          |           2 |
| 2120 | cyberdesu                           |           2 |
| 2121 | d4lyw                               |           2 |
| 2122 | d3sca                               |           2 |
| 2123 | cybermads                           |           2 |
| 2124 | cyberpoul                           |           2 |
| 2125 | cybervaca                           |           2 |
| 2126 | cybfar                              |           2 |
| 2127 | kang8                               |           2 |
| 2128 | kamal-marouane                      |           2 |
| 2129 | d1gg0r                              |           2 |
| 2130 | zecopro                             |           2 |
| 2131 | cypherdavy                          |           2 |
| 2132 | cxzero                              |           2 |
| 2133 | cxosmo                              |           2 |
| 2134 | cxaqhq                              |           2 |
| 2135 | csffs                               |           2 |
| 2136 | dadvlingd                           |           2 |
| 2137 | ka7ana                              |           2 |
| 2138 | keymaker-arch                       |           2 |
| 2139 | kevthehermit                        |           2 |
| 2140 | 0xYumeko                            |           2 |
| 2141 | keven1z                             |           2 |
| 2142 | cspshivam                           |           2 |
| 2143 | kelemaoya                           |           2 |
| 2144 | cssxn                               |           2 |
| 2145 | dacade                              |           2 |
| 2146 | cucadili                            |           2 |
| 2147 | kabiri-labs                         |           2 |
| 2148 | kenuosec                            |           2 |
| 2149 | kenbuckler                          |           2 |
| 2150 | korteke                             |           2 |
| 2151 | christopher-pace                    |           2 |
| 2152 | bsec404                             |           2 |
| 2153 | c3c                                 |           2 |
| 2154 | c4cnm                               |           2 |
| 2155 | c4mx                                |           2 |
| 2156 | lavclash75                          |           2 |
| 2157 | davidzzo23                          |           2 |
| 2158 | latings                             |           2 |
| 2159 | cainiao159357                       |           2 |
| 2160 | lastvocher                          |           2 |
| 2161 | laskdjlaskdj12                      |           2 |
| 2162 | laolisafe                           |           2 |
| 2163 | 0xfalafel                           |           2 |
| 2164 | lamcodeofpwnosec                    |           2 |
| 2165 | canyie                              |           2 |
| 2166 | caopengyan                          |           2 |
| 2167 | z3k0sec                             |           2 |
| 2168 | carsonchan12345                     |           2 |
| 2169 | davwwwx                             |           2 |
| 2170 | c1ph3rbyt3                          |           2 |
| 2171 | chrisjd20                           |           2 |
| 2172 | leesh3288                           |           2 |
| 2173 | bshyuunn                            |           2 |
| 2174 | lhotari                             |           2 |
| 2175 | jsongmax                            |           2 |
| 2176 | bugdotexe                           |           2 |
| 2177 | 0xilis                              |           2 |
| 2178 | buiduchoang24                       |           2 |
| 2179 | lexfo                               |           2 |
| 2180 | z-bool                              |           2 |
| 2181 | burpheart                           |           2 |
| 2182 | butterflyhack                       |           2 |
| 2183 | byinarie                            |           2 |
| 2184 | bysinks                             |           2 |
| 2185 | db44k                               |           2 |
| 2186 | bytecaps                            |           2 |
| 2187 | 0xh3g4z1                            |           2 |
| 2188 | labc-dev                            |           2 |
| 2189 | 0xNehru                             |           2 |
| 2190 | cbeek-r7                            |           2 |
| 2191 | davidfortytwo                       |           2 |
| 2192 | kubota                              |           2 |
| 2193 | darkpills                           |           2 |
